Genes	Proteins	N duplicates	Score	Raw DMSO	Raw 3nM	Raw 10nM	Raw 30nM	Raw 100nM	Raw 300nM	Raw 1000nM	Raw 3000nM	Raw 30000nM	Peptides	Name	Imputation N	Imputation Position	Ratio DMSO	Ratio 3nM	Ratio 10nM	Ratio 30nM	Ratio 100nM	Ratio 300nM	Ratio 1000nM	Ratio 3000nM	Ratio 30000nM	Signal Quality	pEC50	Curve Slope	Curve Front	Curve Back	Curve Fold Change	Curve AUC	Curve RMSE	Curve R2	pEC50 Error	Curve Slope Error	Curve Front Error	Curve Back Error	Null Model	Null RMSE	Curve F_Value	Curve P_Value	Curve Log P_Value	Curve F_Value SAM Corrected	Curve Relevance Score	Curve Regulation
FLNC	Q14315	1	115.68	25482000	25540000	29333000	30425000	39571000	31785000	33420000	35993000	32024000	40	FLNC	0		1.0	1.002276116474374	1.1511262852209403	1.1939800643591554	1.5529000863354525	1.2473510713444784	1.3115140098893336	1.412487245899066	1.2567302409543992	24.602975178730645	7.814906841235737	1.889795299693018	1.0077970081191838	1.3474259597608833	0.39780788786507826	1.2864378292821044	0.09305620710363799	0.6968971389607331	0.38000365570613337	2.5406411031805742	0.10411805188682358	0.0596200385105005	1.266338833445026	0.17164096321283534	5.404797565160427	0.04411113015845558	1.3554518151462518	0.8098257130039053	0.18525803225842924	
FLT3	P36888	1	126.44	21749000	22899000	16371000	21395000	18450000	19328000	20672000	17302000	14224000	21	FLT3	0		1.0	1.0528759942985884	0.7527242631845142	0.9837233895811301	0.8483148650512667	0.8886845372201021	0.950480481861235	0.7955308290036324	0.6540070807853234	24.374445732841533	5.430986715434853	2.1920359655350317	0.9130094618026582	0.6689164830367408	-0.4434882395749299	0.8574708505133242	0.08559464967889757	0.5133511831927611	0.6697871394653578	9.324784353803599	0.04830412811383234	0.13139826909276908	0.8605815652001682	0.12433754863765449	2.4978160275314933	0.17915690665588604	0.7467664447419573	0.6465332992240512	0.12448331464178719	
FN3K	Q9H479	1	323.31	441830000	448700000	408540000	474840000	485400000	474700000	545250000	400610000	437340000	20	FN3K	0		1.0	1.0155489667971844	0.9246542787950116	1.0747119933005906	1.098612588552158	1.074395129348392	1.234071928117149	0.9067061992168933	0.9898377203901954	28.71891613927199	5.676725245071108	10.0	1.0642569615356472	0.948090617504105	-0.1667496650301346	1.0307474291720722	0.08163574504138989	0.24155500752612435	24.445003421276702	1586.3871018042516	0.04471383134147382	0.10952584521837525	1.0326718072910046	0.09377806346432377	0.7190965288767781	0.7059893166708747	0.15120187082637232	0.1271782406401812	9.93525903028027e-06	not
FN3KRP	Q9HA64	1	323.31	1117000000	1106400000	925250000	1312500000	1210700000	1332000000	1277800000	821650000	925720000	23	FN3KRP	0		1.0	0.9905102954341988	0.8283348254252462	1.1750223813786929	1.0838854073410922	1.1924798567591763	1.1439570277529096	0.7355863921217547	0.8287555953446732	30.05698203980749	5.751426345958104	10.0	1.0653395123613527	0.7818904700394302	-0.4462748462639421	0.9782818521465992	0.10820938853845437	0.5299341679269498	4.772125060830085	200.9179132714393	0.059268845672694144	0.1451781291894988	0.9842424764134701	0.1583940337984499	2.5709238363174567	0.1711335191876772	0.7666649187316932	0.6601315097046414	0.12943963170739578	
FRK	P42685	1	323.31	465280000	275270000	324620000	128010000	12792000	4333900	1774400	1676300	963994	42	FRK	1	30000nM	1.0	0.5916222489683631	0.6976874140302614	0.2751246561210454	0.02749312242090784	0.009314606258596973	0.0038136176066024758	0.0036027768225584595	0.0020718578060522695	28.793523933469043	7.616599547402	2.031716479499789	0.7441076110388397	0.002440601224500399	-8.231329469023827	0.171047023039693	0.09982936587238178	0.9224127420485948	0.17301788046423439	1.5250930544517134	0.10289061749652068	0.06557105467901998	0.21311609543632948	0.3665668917531885	28.08698153757113	0.0010359394782397764	2.9846656162454925	20.36287479634447	2.6469167858534517	down
FSCN1	Q16658	1	124.89	19192000	16777000	26122000	18268000	17325000	24580000	27288000	47033000	46361000	23	FSCN1	0		1.0	0.8741663192997082	1.3610879533138809	0.9518549395581493	0.902719883284702	1.2807419758232597	1.4218424343476448	2.45065652355148	2.4156419341392246	24.19400172695552	5.864280112298481	2.9760205781304605	1.0739412437365299	2.4616823875409195	1.1966467177210605	1.5393258662402904	0.15826913843683482	0.9257403135627263	0.1475460869599617	2.310108977649702	0.0881820295004996	0.2119460594036931	1.507597316189438	0.5895199644762872	28.966706155515986	0.0009608387285232835	3.0173495001461825	5.884920323194621	1.430872392744377	up
FTH1	P02794	1	11.25	3150300	3850600	4387600	963994	3906500	963994	963994	7537000	3691000	4	FTH1	3	30nM;300nM;1000nM	1.0	1.2222962892422944	1.3927562454369424	0.30600069834618926	1.240040631051011	0.30600069834618926	0.30600069834618926	2.392470558359521	1.1716344475129352	21.587057790922014	5.770370955397538	10.0	0.8086865583387727	1.7819840628918846	1.1398318973548975	1.1122318221029057	0.4996778133389084	0.38637264818772277	6.975318911856206	297.9454155097044	0.27368537711397767	0.6703881346659091	1.0914900168237944	0.6401617189017189	1.443021072234196	0.38109069790659983	0.418971651850079	0.8731694814676321	0.2092312932981408	
FUBP1	Q96AE4	1	75.556	13388000	15825000	19796000	12656000	18092000	13369000	12899000	30179000	21736000	19	FUBP1	0		1.0	1.182028682402151	1.478637585897819	0.9453241708993129	1.351359426351957	0.9985808186435614	0.9634747535106065	2.254182850313714	1.6235434717657604	23.674437120348617	5.7755778812098075	10.0	1.1489441453845965	1.9390467359167003	0.7550389117456192	1.3963843534983995	0.22935479136475556	0.6806441826931338	4.178468513101374	182.30122328660252	0.1256230534397487	0.3077117427498308	1.379474443244237	0.41162497855914815	4.997201321082231	0.05161533091129214	1.2872212840070563	1.5386160321543823	0.45208714333484507	
FUS	P35637	1	77.773	8224200	8136400	8737000	9201400	9541000	6104100	6314500	14412000	963994	7	FUS	1	30000nM	1.0	0.9893241895868291	1.062352569246857	1.11882006760536	1.160112837722818	0.7422120084628292	0.7677950438948469	1.7523892901437221	0.11721431871793	22.971443918425486	4.79429025442145	4.720654472922351	1.0773173001549026	0.06881212505214514	-3.1788482369079176	1.0077041799290536	0.27625287057593606	0.5421671189157591	29391.37954559362	177753.60147850352	0.15149101012977284	21593.423498115008	0.9787305896481866	0.4084217241797319	2.667978070411998	0.1612175615572179	0.7925876519107246	2.0557372567637606	0.6191209092413563	
FYN	P06241	1	323.31	272210000	234430000	122770000	24649000	8116800	5340900	963994	7640900	963994	39	FYN	2	1000nM;30000nM	1.0	0.8612100951471291	0.451012086256934	0.09055141251239851	0.02981815510084126	0.019620513574078836	0.0035413614488813785	0.02806987252488887	0.0035413614488813785	28.02014482625458	8.067209126698526	1.696531504695026	0.9985759983432001	0.013031758971302062	-6.038012378084887	0.135131179495235	0.012038496733705904	0.9989712998615997	0.018883825270328457	0.10601880078174253	0.015602704774593395	0.007455653652014402	0.19466654152761015	0.38413300764363983	2288.624261853515	1.5215502792270006e-08	7.817713691922275	231.1340428342733	5.2786715173970356	down
G3BP1	Q13283	1	104.31	963994	5434200	963994	963994	5558900	5262300	963994	9396800	6832300	11	G3BP1	4	DMSO;10nM;30nM;1000nM	1.0	5.637172015593458	1.0	1.0	5.766529667197099	5.458851403639442	1.0	9.747778513144272	7.08749224580236	19.87866464143439	5.747451171056003	10.0	3.1811667947151783	8.421501410569018	1.4045214470812597	4.785459112818293	2.124461633423323	0.5286522400635749	5.130756819478022	218.77362544044547	1.1636179662290178	2.8502643776268126	4.675631160168408	3.1324974893697677	2.641771883575517	0.16381640265155128	0.785642615247093	1.531110822658564	0.4495125546406125	
G6PD	P11413	1	47.078	15824000	12255000	17951000	16460000	14944000	16164000	15408000	21688000	27937000	19	G6PD	0		1.0	0.7744565217391305	1.1344160768452982	1.0401921132457028	0.9443882709807887	1.0214863498483318	0.9737108190091001	1.3705763397371082	1.7654828109201213	23.915610995421197	5.467068085102891	1.8115888132020994	0.9812282007766169	1.739463096278541	0.8139134940083129	1.1610839720984434	0.09642488928032032	0.8771977255537217	0.23622991800684084	2.005833049679683	0.055727755620003185	0.15816206080886028	1.151546822742475	0.2777297310680347	16.415901409944475	0.0037639469229826025	2.424356509372915	2.9757082578733223	0.8712685363356313	
GAK	O14976	1	323.31	850900000	877190000	784080000	834320000	630050000	426080000	251020000	139010000	42348000	77	GAK	0		1.0	1.0308966976142908	0.921471383241274	0.9805147490891997	0.740451286872723	0.5007403925255611	0.2950052885180397	0.1633681983781878	0.049768480432483254	29.66441435166675	6.557148560193746	0.926218107751455	1.0198090091042455	0.06079970517486289	-3.7807708255995154	0.5323159037232301	0.03378579957018431	0.9914457455642833	0.0898951492828644	0.1558541785805857	0.031428034734553675	0.047941537850346466	0.566132827684714	0.371071836093262	269.1626602399714	3.5740834450131953e-06	5.446835312130956	56.860087978290025	3.7414987278208818	down
GALC	P54803	1	70.523	13385000	12643000	10948000	14244000	11341000	13524000	16490000	13104000	13114000	10	GALC	0		1.0	0.9445648113559956	0.8179305192379529	1.0641763167725065	0.8472917444901008	1.0103847590586477	1.2319760926410162	0.9790063503922302	0.9797534553604782	23.674113803190227	6.555791192053161	10.0	0.9272067872467818	1.0496440587255278	0.17893715118048506	0.9894328505312934	0.0976437631681672	0.26469649061178846	98.90733467426249	30048.335738451653	0.06546338978316064	0.07574528629694692	0.9854558777046635	0.1138724292476307	0.8100651432038469	0.6526067127134675	0.18534846337158228	0.14509746799294695	0.0002134463196506748	
GANAB	Q14697	1	291.66	68168000	70867000	93545000	75108000	72926000	82539000	68782000	98215000	98859000	40	GANAB	0		1.0	1.0395933575871377	1.3722714470132613	1.1018072996127215	1.0697981457575403	1.2108173923248444	1.0090071587841802	1.4407786644760006	1.4502259124515902	26.022591320242697	5.72190722773102	10.0	1.1325840795461501	1.4464517350819475	0.35290002903106454	1.2266681442230138	0.11060732974161931	0.6038550905173357	5.853883035918743	287.84036405954254	0.060582254686531625	0.148395304913372	1.2203458875357713	0.1786403798251995	3.6191332469907147	0.09537405997762186	1.0205697294936142	0.597758420801688	0.10695780615389601	
GAPDH	P04406;O14556	1	323.31	338930000	340820000	509850000	369450000	348080000	427910000	409670000	809560000	698340000	25	GAPDH	0		1.0	1.005576372702328	1.5042929218422683	1.0900480925264804	1.0269967249874605	1.2625320862715015	1.2087156640014163	2.388575812114596	2.0604254565839555	28.336412100068618	5.778769004612131	10.0	1.1762822857326574	2.224802694343856	0.9194430754400664	1.5054889277040093	0.1701117858212496	0.8717203906699585	2.432043721006174	107.69320304457246	0.09317425571211603	0.2282289101732578	1.4829803748902086	0.48319770670464274	15.90362831890322	0.00405594918395205	2.3919074948156145	3.3613145763276018	0.9630131310001326	
GAPVD1	Q14C86	1	121.51	37709000	31671000	30191000	36156000	39274000	38244000	31299000	30216000	27560000	29	GAPVD1	0		1.0	0.8398790739611234	0.8006311490625581	0.9588161977246811	1.0415020286934153	1.014187594473468	0.8300140550001326	0.8012941207669256	0.7308600068949057	25.16840555655879	6.0373931546005	4.531725200537055	0.9357839050641666	0.769816958075866	-0.28165992058382155	0.872944071348372	0.07609513589781487	0.49155283974138875	0.6776495363962346	79.65352734750682	0.04494505182873723	0.08028440434865064	0.8768591256525171	0.10762358910781436	2.2507373175824976	0.21036271651024283	0.6770312295785316	0.37706821417343006	0.03661365161740108	
GARS	P41250	1	263.39	28843000	32075000	44356000	28730000	26389000	36182000	33258000	59653000	43625000	28	GARS	0		1.0	1.1120549180043684	1.5378428041465866	0.9960822383247235	0.9149186977776237	1.2544464861491522	1.15307006899421	2.0681967895156537	1.5124986998578511	24.781717893285066	5.803297200223025	10.0	1.1532828001176902	1.7901107621510843	0.6343025320610586	1.357134368920466	0.21598632194806114	0.6108752362529666	7.460855870720143	376.1234801897845	0.11830082721621296	0.2897760587025773	1.3429134918751116	0.3513491748408748	3.703987193476653	0.09143128158782365	1.0389051927048256	1.1156618134542566	0.30057554940496595	
GART	P22102	1	136.9	50855000	46204000	59136000	48907000	43214000	58929000	47242000	70541000	74647000	29	GART	0		1.0	0.9085438993216006	1.162835512732278	0.9616950152394061	0.849749287189067	1.158765116507718	0.928954871694032	1.3871005800806213	1.4678399370760005	25.599886289239894	5.70090799726515	5.879383112762327	0.9996758334633624	1.4390635944606291	0.525598045477683	1.1290787432800413	0.10074930034500072	0.7609685840931101	0.6044074800718184	18.512829817516582	0.055199216167993476	0.1351699527322143	1.1208923560953843	0.2081244821847313	7.351625902765656	0.023216745921403183	1.6341986514111093	1.2787667905908549	0.3604773386834608	
GCDH	Q92947	1	323.31	69594000	56727000	54247000	72971000	56195000	65620000	83320000	49232000	41659000	19	GCDH	0		1.0	0.8151133718424002	0.7794781159295342	1.048524298071673	0.8074690346868983	0.9428973762105929	1.1972296462338707	0.7074173060896054	0.5986004540621318	26.0524595946623	5.569111340733837	10.0	0.9326925674100278	0.6309561557257876	-0.5638618628432298	0.8537709501251078	0.12563939738860233	0.4850341133389906	51.72238837001372	11186.296588300986	0.06881567401534937	0.16856293999183986	0.8572826790992152	0.1762336613733328	2.176990162115552	0.22108596259242716	0.655438831198687	0.7453888115550208	0.16101662190188235	
GCN1L1	Q92616	1	323.31	115720000	116280000	110750000	108080000	125520000	107890000	99279000	91193000	93115000	101	GCN1L1	0		1.0	1.0048392671966817	0.9570515036294504	0.9339785689595576	1.0846871759419288	0.932336674732112	0.8579243000345662	0.7880487383339094	0.8046577946768061	26.78606298747905	6.219979967661734	2.2767119195481627	0.9906085263729508	0.7978456659690082	-0.3121560464681051	0.9088227996324638	0.04104666151988458	0.8010911459797198	0.2863161075178636	2.3038178668929126	0.025688639351222838	0.04365860851735336	0.914558848945731	0.09320450401822743	9.35113918812089	0.01371748445889399	1.8627255231618014	0.7002817021612977	0.14421600499495674	not
GDI2	P50395	1	283.57	25248000	32651000	39649000	25856000	24735000	34551000	30358000	65855000	44746000	24	GDI2	0		1.0	1.2932113434727504	1.5703818124207858	1.0240811153358682	0.9796815589353612	1.3684648288973384	1.20239226869455	2.608325411913815	1.7722591888466412	24.589665774675545	5.800103220874923	10.0	1.2249222518600185	2.190079223361381	0.8382928769072496	1.5331027785580917	0.268240999767765	0.6990478567466093	5.793283072062299	287.00538262190895	0.14692195241421763	0.3598830657904513	1.5117016123135418	0.4967116360501192	5.4650877118097085	0.043131663304491065	1.3652037936501624	1.773191195674264	0.5303658219499512	
GEMIN5	Q8TEQ6	1	20.864	9520800	9605800	11906000	10369000	8438900	7696400	10998000	9342200	9408800	15	GEMIN5	0		1.0	1.0089278211914965	1.250525165952441	1.0890891521720865	0.8863645912108227	0.8083774472733384	1.1551550289891606	0.9812410721788085	0.9882362826653223	23.18265137264116	7.42538615201908	7.077912462499089	1.1164866834641087	0.9686576740684115	-0.20490723176659226	1.0092179848273355	0.11101641190488193	0.21799120498811675	13.214230590552969	958.5102996889931	0.08613566707393996	0.07444730803549111	1.0182555764544674	0.1255404244201011	0.6272349688982695	0.7629592194836916	0.11749867466178711	0.14965916812206778	0.00031905553424478237	
GFPT1	Q06210;O94808	1	75.011	11480000	13260000	11989000	12447000	7922300	13518000	12753000	16451000	13012000	17	GFPT1	0		1.0	1.1550522648083623	1.0443379790940766	1.084233449477352	0.690095818815331	1.1775261324041812	1.1108885017421604	1.43301393728223	1.1334494773519164	23.452619306225138	6.214547542664124	2.2515192458319238	1.0082139509933612	1.271713225723647	0.33492274219849283	1.1196542188030887	0.1508960558745995	0.3213870120200445	0.7712266472536397	6.1542466305125645	0.09453492356033363	0.16131458550667613	1.1118463548646476	0.1842401172712057	1.104247804996237	0.5054461178942544	0.29632513472866273	0.32261103237335026	0.02319169545496927	
GGCT	O75223	1	7.8356	963994	4248100	4434500	963994	5350000	963994	4949100	7510500	963994	5	GGCT	4	DMSO;30nM;300nM;30000nM	1.0	4.406770166619294	4.600132365969083	1.0	5.549827073612492	1.0	5.133953115890763	7.791023595582545	1.0	19.87866464143439	4.76343981456851	10.0	4.080002833161435	0.9875663217227872	-2.0290435340823065	3.8938911817659045	2.257811975859858	0.12304860209158919	170603131075.50153	2234874772905.496	1.2366585918654138	62540086858.72847	3.7897214409729014	2.428603792681817	0.35327658013592567	0.9322328084555308	0.030475616828806902	0.3032326549299913	0.01899615802864134	
GHITM	Q9H3K2	1	15.071	3823300	3101300	3149100	3306700	963994	2920400	4280900	3604900	4728200	5	GHITM	1	100nM	1.0	0.8111579002432454	0.8236601888420998	0.8648811236366489	0.25213663589046115	0.7638427536421416	1.119687181230874	0.9428765725943556	1.2366803546674339	21.866386976802882	6.310064147271462	5.436246053118533	0.7134854856868897	1.0905531345248114	0.6121040767553667	0.8819579350798947	0.20676504418293273	0.37704273743065253	1.613380726909722	38.91521265646041	0.12419043768110284	0.19664202393934496	0.869246382001855	0.2619694688722857	1.3618494544752073	0.40708908362353746	0.3903105433725657	0.5921234547466442	0.10496235122204751	
GLO1	Q04760	1	38.462	5775800	4864600	9625600	8314400	7114600	7526500	9913500	19707000	15306000	10	GLO1	0		1.0	0.842238304650438	1.6665397001281208	1.439523529208075	1.2317947297344092	1.3031095259531147	1.7163856089199765	3.4119948751688076	2.6500225077045605	22.461589355869933	5.893228403528149	4.943429366275906	1.3044518515450079	3.0214274329976853	1.211786460701934	1.8926660832029858	0.2928708586676319	0.8597719948221072	0.462359735453976	20.19946577212898	0.1606896915667823	0.39241802524378383	1.8500274354268607	0.797168056551932	14.419784000002531	0.005102788469145603	2.2921924345262656	4.217579094910046	1.1440600698512753	up
GLOD4	Q9HC38	1	13.099	963994	963994	5269700	963994	3901700	4948000	4204200	7110700	7266400	7	GLOD4	3	DMSO;3nM;30nM	1.0	1.0	5.46652779996556	1.0	4.047431830488572	5.132812029950394	4.361230464090025	7.376290723801185	7.537806251906132	19.87866464143439	5.950613916610631	0.35508113393428553	1.2447424364982596	10.004552680807896	1.850457579545038	4.788616821043139	1.3732754636286901	0.687925991662387	2.8903635444742077	0.4503697397049283	1.796294628108522	9.298729145985517	4.592749659629225	2.506683018851613	5.246629281422452	0.04683161342379046	1.3294608798224707	2.9421829499486294	0.8629443545156489	
